class,feature_2,feature_3,feature_4,feature_5,feature_7,feature_9,feature_11,feature_12,feature_13,feature_14,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,"feature_8,feature_15","feature_21,feature_10","feature_1,feature_6"
e,m,,V,@l,f,&a,q, n ,e*,K#,,j,d,*m,e,,"@o,j",,"d,o&"
e,,a&,v,@l, j ,v,#q,d#,,&y,&t,j,W,*t,j&,u,"c,j","@t,u","d,o"
p,m&,a@,v,l*,F&,a&,q@,&B,e,m,t#,I,*e,#a,@h,u,"c,i*","d,w","b,e"
e,&c,a,&v,l*,f,a,e&,n,e,k,@t,j,D&,m,h,u,,"&u,u","d,o"
e,m&,d,V,l,*h,c#,q,m,e,n,t,*j,d&,t,e,u,"@c,j","t,u",
e,#m,@a,v&,l,h,a,E&,u,e,k,t*,#j  ,,u,*h,u#,"@o,j","t,u","d,o*"
p,#A,a,&v,o,&f,a,a*,T,,,t,j,D,#t,j,&u,"c,j","t,u","Z,O*"
p,c  ,*d,*v,l&,f*,?*,I,a#,e#,U,*t,i,#e,t,h,#u,"*o,i","@U,C","&t,e"
e,t,a,v,&l,j,v,A*,T,&e,m,*t,*j,@p,t*,J,u,"#c,j","t,u","i,o"
e,c,a,*v,l&,*h,,q  ,@ u ,e,,t*,j,D@,m,*e,u,"@o,j","t,u@","d,o"
e,*m,a@,v@,l,H,,q,n,e,*k,t*,j@,,m, e @,*u  ,"o,j@","t,u#","i,o"
e,m,a,@t,o#,j,?*,q,t,E,*m,T,,*d,T@,j  ,u,"c,j",,"t,e@"
e,c,*a,v#,l,f@,a,q@,t,&e,*k,,&j,d#,t,h, u ,"@o,j  ","t,u*","i,o#"
e,#D,a,v*,l,@h,z#,Q@,u,e,u,&t,H,,t,h@,u,"c,j",,"d,o"
e,d, a ,@t,l, p ,*c,,b,e#,M#,&t,e*,d,t,#e  , u ,"o,e#","t,c","d,e"
e, t ,A#,t&,@o,d#,,i,u@,e,m&,,j,d,#t,j&,u@,"c,i","t,u","t,e"
p,h  ,,v@,l,h,A,q,*M,e*,,T@,,*e,d*,#e,u&,"#c,i",,
e,*d,a,v&,L*,j,#Z,e*,t&, e #,,,h,w,t,H@,u,"*c,j",,"@d,o"
e,@T,d,@V,&l,,?, e ,n,,k,,#e,d,#T,h,u&,"C,J","#t,e","B,E"
p,m,A,v,l,h,a,e,m@,e,U,,I,e  ,a,*e,@U,"c,i","@u,w"," b,e *"
e,#d,d,,l,,c,,U,@e,&N,@t,#j,d,t,&e,&u,"c,j*"," t,u ","i,e"
p,u@,d@,V,L@, j ,,q  ,u,e&,@k,t@,j,v*,t&,&e,@u,"c,j#",,"i,e"
p,&c,d,v,l,,&?,E,,e,,t*,j,e,U&,h,*u,"@o,j","@t,c","T,E"
e,m*,a,t*,#l,p,@c,#q,u*,&e,m@,t&,*e,d,t@, j ,#u,"o,j",,"i,e#"
p,d,#d,&v,,F,?,,,e,k,*t,I,e&,t,j,u*,,"*u,c","t,e"
e,d,a,v@,l,h,a#,&q,u,e,k,t&,j,d@,t,E#,u,"o,j*","t,u","*d,o"
p,C@,d,v,l#,f,?*,e,*a, E &,#k,t,@i,j,u  ,*h,u,"#o,i","t,c","t,e  *"
p,t*,*d,,l,j,c,q,@u,e,n,t*,,u,t,@j,*u,"C,J","t,u",
p,#m,&a, v ,L,f,a, e ,m,@E,m,t&,i,e,*D,e,u&,"C,I","u,w","b,e"
p,h@,a,v*,l, f ,a,&q,m@,e,m,t#,,#e,a@,,,"*C,I","u,w  ","b,e"
e,d,*a,,l,p@,c,q,#D,e#,m@,&t,J@,d#,T,,u,"&o,j","&T,C","D,E"
e,t, a @,v&,l*,j,v,q,d#,@E,y,,j,p,T,@h,u  ,"&c,j","#t,u",
p,m  *,d#,,l*,@f,a@,q@,d,e,k,t,@ J ,v#,t,e,u#,"c,j@","T,U@","d,e"
p,M*,a,v#,@l,h@,a,e,&b,,U,t&,i,e,D,h,#u,"c,i","@u,w","&B,E"
e,d,a,v,l#,*h  ,a,&e,d,E,k,t,j&,d,@U,E,u,"&o,j","t,u",
e,d,@a,v,l,#f  ,A,e,T&,e,k#,&t,j,d@,,e,u#,"#o,j","t,u","d,o#"
e,m,A#,,,,*C,e,u,e,m@,t,e@,,T,j,u*,"o,e","t,c","i,e&"
e,t,a,,l#,d@,v,q,m,e,#m,t,j,P@,t,j,&u,"c,j","t,u","d,o"
e,m#,a@,V@,l,F,a,E,t*,e,&k,t,j&,*d, U *,h,u," o,j ","m,u","&d,o"
p,c,d,,l,f#,,i&,a,e,U,*t,i#,&j,t,h,&u,"o,i","u,c","t,e"
p,c,d,v,l  @,f,#?,e#,,*e,k#,t,j,j,t,j,#u,"&o,j",,"t,e"
e,T,a@,T,l,,c,e#,d,e,M,T@,j,d*,,*j,u,"#o,e","*t,c","d,e"
p,,a,v, l #,h,A,q,,,m*,t&,I,e,,@ H ,,"#c,i","u,w","@b,e"
e,#m,#a,v&,&l,#h,a,e*,,e#,K,T&,j,d,u#,e&,u&,"o,j","m,u","d,o"
e,d,,v,l,f,a&,q,d,e,&K,t,j,d,, h ,u&,"O,J","m,u  ","I,O@"
p,u,D,v,,f,a,q,u,#e,k,&t,J@,@v,t&,J,u@,"c,j","t,u","I,E#"
p,m, d ,&t,l*,j&,a&,q,*n  ,E,@k,t,j,,t,e  @,u,"C,J&","&t,u","&i,e"
p,h*,a,*V,l,H,,Q  ,b,e,U#,,@ i ,e#,A,*E,#u,"*c,i  ","@d,w  ","b,e  "
e,&c,a,v,l&,@h,a,@q,#n,e,k#,T,*j,,t@,e,u,"o,j","m,u#","d,o  "
e,#t,a#,&t,l@,p,c,e,#u,e#,m#,t,j,d&,t,e,u&,"*o,j","t,c&","D,E"
e,c,a,v&, L ,,,e,#n,@e,@k,t*,@j,D,U,h,u*,"o,j@","M,U","i,o"
p,c,,v,,f,&?,q,a,e#,K,#t,i#,&e,t,h,u,"o,i","u,c*","t,e&"
p,t&,a,,l,#j,*a,e@,b,E,n,,,E,t,j,@u,"#o,e","t,u","b,o"
p,,d,V&,l,#f,?,,,e,w&,t,i,h@,t*,#j,u  ,"o,j@","t,c","t,e"
e,t*,d,T, L *,f,a&,,t@,e,@K,#T,j@,w*,T,j*,@u,"o,j","*t,u","d,o"
p,h,a&,&v,l*,,a&,&e,m@,,u&,t@,i@,#E,D&,e&,,"&c,i","a,w#",
e,m,&a,,l@,j,,q,*d  ,,m*,t,e,,&t,,u@,,"t,c","*d,e"
e,t@,a,t,*o,@ J ,&?,,t,E,m,t,j,D&,t,*j,#u,"c,j#","t,u","t,e"
e,,a,v*,l,d@,V,A,D,#e,,t#,j,w&,T,h,u  ,"c,j","#t,u","@d,o"
p,d  *,d&,v*,l,*f,?,i,A,e#,k,T*,i,e@,t&,h#,*u,"*o,j","#u,c","t,e"
e,t*,A&,v*,,,,a,t,e,m@,t*,j@,p*,T&,j,*u,"c,j","#T,U","D,O"
e,m,@a,v,l,f*,a,,d,e*,#k,t,j,d@,u,@h,&u,"*o,j","@u,u","i,o"
p,m@,&a,V,#l,f,a@,@q,u,e*,m&,t,#i,e,@a,e,u&,"c,i&","&u,w",
p,m,a,#v,#l,h,,@Q  ,u,@e,,t@,I*,,,#H  ,u*,"c,i",,"@b,e"
e,,,#v,#l,f,,e,t,#e,k,T,j@,D,,e,u,"o,j","@t,u","#i,o  "
p,t  &,a@,,l,j#,a,@e,b,e&,m*,t,j  @,*e,t&,J,u,"o,e"," t,u ","b,o"
e,n*,D,v,l,@h,?,q,@n,E,k,t,e,d,,*h,#u,"C,J","T,E","b,e"
p,*t,a&,v,l,,a,e,b,e#,,T, e ,E#,t  ,J,*u,"@o,j","t,u*","# b,o "
e,D, A ,@v,l,f,?&,@i,d,p*,w  ,l,j&,d,l,*j,u,,"l,u&","h,e#"
p,h#,a*,@v,@L,f,,q*,u  *,E,k@,t,*i,e,*a, e @,&u,"&C,I","a,w",
p,d,d,,L,&f,?,e*,#a,E@,u*,t,j,j,,j&,,"o,i","u,c","t,e"
p,m,@a,, L ,@f,#a,q,*m,e,u,t,i*,e,@d,h,u,"C,I",,"b,e"
e,d@,a&,#v,l,&h,a#,e,#N,e,k,t,J*,d,&t,e@,u,"o,j","u,u@","*i,o"
e,h,a@,v  *,l,,v&,q,,e,#m,,j,p#,t,j,U,"c,j","&t,u",
p,h,a  ,v&,,&h,,e,u,e,m,@T,,@e,#u,e&,u&,"C,I","U,W","B,E"
e,c,a,v,,h,,e*,&t,#e,@K,t,&j,&d,*U,,&u,"O,J","t,u","@i,o"
e,c,,#V,@l,h,a,,d,e,k,t,&j,d,#t,#E,@u,"o,j@","m,u","i,o  "
p,m#,a*,@v,,@h,a  ,q,u,e@,@k,t,I*,&E,D,h,u,,"*u,w","@b,e"
e,d, a ,v&,l&,f,a,E*,d,e&,k,&t,#J,#d  ,#m,e,U,"o,j","M,U","i,o*"
p,m@,a,,L@,h,*a,e@, m @,e#,k,,i#,,u,@h,u,"c,i#",,"&b,e"
e,M,a,v#,l@,*f,a,e,n*,&E,k,,&j,#d,t,h,u&,,"u,u#","d,o#"
p,@d,d,V,,f@,?*,q,a,#e,U,*t,#i,j,t,,,"o,i","T,C","t,e@"
p,*d,d,v,l,*f,?,q&,a@,e  ,,t,j&,*H,&T,@h,u&,"*o,i","u,c","t,e"
p,u#,&d,*v,L@,#f,a,q,d,e,@K,t,j#,v,t*,j  ,u,"C,J&",," I,E "
e,#d,a,v,l,j,Z,q,#d  ,e,M,,#H  ,p&,@t,#h,u,"c,j","*t,u",
p,t#,A,v,l,j,a#,q,T,,N,*t,e#,e,t&,,u,"o,e","t,u","b,o"
e,,&a,t,L*,p#,C,@q,b#,e,m#,t,j,d,t,j,&u,"o,e",,"i,e@"
e,d#, a &,&v,l@,,#A,#e,u,e&,k,#t,#j,d,U,h,@u,"&O,J","T,U&","d,o#"
e,,A#,T,l,P*,C,Q,,,,t@,E,d,T,j,u,,"t,c*","&d,e"
p,c,d@,v&,L*, f ,?,Q#,a,e,w@,t&,I,J,,,&u," o,i ","#u,c","t,e"
p,c,d,v@,l,f@,?,e,a,E,k#,@t, j ,j,t,h,,"o,j",,"T,E"
p,,#a,*v,&l,f,a@,q,*b,e,m&,*t,i,e,d,h,U,"c,i","u,w","b,e&"
p,c#,d&,v,l@,f,#?,@q,a,e,k,t,j,j,u#,j*,u," o,j ","U,C","t,e@"
e,m,a,,o,j,,a,u,E,m,&t,I,D,,j,U,"@c,j","T,U","t,e"
p,&m,A,v,#l,f,#a,e,u,#E,M,t,I&,*e,d,e,U,"c,i#","*u,w","*b,e"
e,d&,a,v*,&l,h, a ,Q,,&e,k,t@,j,d#,@t,,&U,"@o,j","U,U&","i,o"
e,h,,*V,l,,v,q#,i#,e,Y,t,@j,p, t ,j,u,"c,j  ","&t,u","d,o@"
p,#H,a,v*,l*, h ,A&,q*,m,e,K,T,i@,e*,&d,e,@u,"*c,i","U,W","b,e#"
e,#h,a#,v,l,#j,v,q@,d, E &,M, t ,j,,t,h,@u,"c,j","t,u*","d,o"
p,d,d,v@,l*,@f,?,e,#A,e,K&,,j&,H,u,j@,u,"&o,j","u,c","t,e"
e,*C,A*,v&,l,h,A,q#,d#,e,k,,j&,d,,&e,&u,"o,j","m,u","D,O&"
p,h,a,v,l  ,#F,,e*,u,e,m,t,,e,A,h,,"c,i@",,"B,E"
p,c,d&,V,l,f*,?,e,A,E#,w*,t*,j,h,#u,h#,u*,,"@t,c","@t,e"
p,c,d,v*,l,@F,@?,q,a#,E,&w, t ,i,h&,u,j  ,u,"@o,i","u,c*","T,E*"
e,m&,@a,t*,l,*p,c,E&,#d,e*,m  &,@T,,d,t,j,@u,"#o,j","t,c","d,e@"
p,,&d,,@l,f@,?,@e,a  ,e,w#,t,#i,h#,#t,H*,*u,"o,i","t,c","T,E"
e,d,a*,t*,l@,j,,e#,b,e,M,t,J,d#,t,#E,u,"@o,e",,"i,e*"
p,d,d,v,l,f,?,@e,#A,e&,w&,t*,i,J,t,,,"o,i@"," u,c @",
e,h#,@ a ,v  , l ,j#,z,e,&d,e  ,*u,,&h,&w,t@,&h,,"c,j@","t,u","I,O"
e,c,a,v&,,h&,a,*q,&d,e,,t,j,d,u,,#u,"#O,J","t,u","I,O#"
e,h&,a,v,,#H,z,q,*t,#e,#m,,&H,p,t,,u#,"c,j","t,u*","i,o"
p,*M,a,&v,#L,f,a,e, U *,e,k,t*,I,e&,d,e#,@u,"#c,i","#u,w","b,e@"
e,d@,a,v,l,j,,e  ,&t,e,U&,t,*H,&p,,h  ,u,"c,j","t,u","d,o"
p,c,D,v,*l,,?&,i,a&,e@,K,&t,j,#j,t,h,u,"O,I&",,"t,e#"
p,c*,d  ,*v,l,,?,i,a&,e,w#,t@, j ,e,U#,j,&u,,"u,c",
p,c,d,,l  &,f,?#,q,# a ,e,*K,*t,j*,e,t,j,u#,"o,j","t,c","t,e"
e,&c,a,#v,l,h,a,&e  ,u,#e,K*,t,#j,,u,h,@u,"#o,j","*t,u","*i,o"
p,h,a,v,l,,a,e,*m,E,u,T,i#,,A,,u#,"C,I","a,w","B,E#"
p,m#,a,V,l,F,&a,e,*u,,k,t*,I#, e ,#d,e,*u,"c,i","d,w@",
p,d,d*,v@,#l  ,&f,?,I,a@,#E,k,T,#i,e*,t,j&,U,"&o,j","t,c*","t,e"
e,*d,a,v,l@,H*,a#,q,t,,k*,t&,,d*,u@,e,u@,"O,J","t,u","*d,o"
e,m,a,v#,*l  ,f*,,e,&d,e&,k,t,&j,d,m,#h,u#,"o,j",,"D,O"
p,&m,a,#v,l,f,a,e,m,#e,#m,&t,i,e,a&,H,,"c,i&","a,w@","b,e#"
e,,a,v,l#,H,a,q,t,e,k, t ,j,d,t,e,U,"o,j&","u,u","I,O"
p,m,a&,v#,*l,h,A#,e#,m,#E,&u,t&,&i,&e,a*,h*,#U,"C,I","d,w*","b,e*"
e,m,a,T,, p #,c,e,D*,,M,T,j,&d,t#,j,,,,"d,e"
p,h  ,a,v,l,F,a,*q,*b,e,k,*t,i,E,D*,e,u,"c,i",,"b,e"
e,c,a,,l,,#a,q#,d,e,k,t,j,d,&m,,u,"o,j","m,u","&D,O"
p,t,,v,l  ,@f,a,e,t,e  ,n,t,E,e&,t,j@,u,"o,e","*t,u","*b,o"
p,m,@A,v,l&,@f,a,q,#m,e, u &,, I *,E@,# u ,h,u,"c,i","U,W","#b,e"
e,m,d,v,l&,@f,#c,q#,#d,e,n,t,j*,d,t,e,u  ,"c,j","#t,u","d,e"
p,d,D,V,l,f#,?,e*,@a,e@,w,t,j@,,&u,h  &,,,,"t,e"
e,t,a,v,# l ,,v,q&, t ,e*,m&,t,,#p,t,J,u,"c,j","*t,u","i,o@"
e,t,a,t,l,p,c&,q#,,e,m,@T,,#d,t,@j,u,"o,j","T,C","i,e  "
p,c  ,d&,v#,l,f,&?,@e,a,e*,,,#j,j*,u,J&,u,"&o,i","t,c&","T,E@"
e,h,*a,v,&L,@d,V*,q,@d,,,t,*j,@p,t  &,*j,u&,"c,j@","t,u*","i,o"
e,,a@,t  #,l,j,@C,e#,u  @,e#,&m,t@,e&,d  &,,j,u&,"o,e  ","#t,c","i,e"
e,m#,A#,v,l*,f,@a,e  ,d#,,k,t@,j,,t,E,@u,"o,j",,"&d,o"
p,&d,d,*v,l#,#f,?,q  ,,E,#k,t,i,H&,u  ,&H,u*,"o,j","t,c&","t,e"
p,d,d#,V&,#l,,?,e  ,a,#e,u,t,i,e, t @,&j,@u,"O,I","u,c","t,e*"
e,d  @,a,v&,*l,h*,a#,#e,#D,e,k,T@,j  ,d&,@m,h,u,"*o,j",,"@I,O"
p, c ,*d,v,l,@f,?,q,#a,e*,k,,i@,J,T,* h ,U,"o,i@","u,c","t,e"
e,#D,a,v@,l,f,a#,&q,D&,e,k,t,j@,d&,u,e  ,@u,"o,j",,"i,o"
e,*M,a&,v,@L,F,A,q,d,e,K#,t&,j  ,d*,,h,u,"o,j",,"d,o"
e,d,a,v,#l,v,?&,q*,&L,,w,,#j,d,,J@,U,"c,j@"," L,U ","@h,e"
e,c,A,,l,F,a,e&,u,e*,&K,,j,,#t,e,u,"o,j","u,u","d,o*"
p,#m,,,l&,,A,e,b,#e,k,t,i,e&,@d,h@,&U,"C,I&","@A,W","b,e"
e,t,a#,v,*l,j,v,,m,e,,*t,j,&p,t,h,u,"#C,J","t,u@","&i,o"
p,@d,d*,v,#L,f@,&?,e#,@a,e,w  ,t,j,&j,u,j,u@,,"u,c","T,E&"
e,d#,#a  ,,,V*,?,q#, l ,p,& w ,D,j,d,l,,u&,"&c,j","#l,u","@a,e"
e,&m,a&,t,o@,@d,?&,q,&u,e,*m,T&,,d,t*,j,,"#c,j","#t,u  ","t,e  *"
e,n,D&,v,l*,h#,?&,e#,,*e, k #,&T,,d,T*,h,u,"&c,j","t,e","b,e&"
p,,*d,@V,#l,f@,?,Q#,,,u,,j@,@j,t,j,u,"O,J","t,c#","T,E"
p,d,d@,v,,*f, ? ,i,#a,e,w,&t,&j  ,j,*u,,,"o,i","t,c*","t,e"
p,@u  ,#D,t&,l,j,*A,@q,d,,k,t,j@,V,,e,u,"c,j&","@t,u","i,e*"
e,&h,a,#v,l@,@d,#v,q*,d*,e,m,t@,J,p*,t,h,u,"c,j","@t,u","D,O@"
p,#d,d,v&,l,*f,?  #,i,a#,E#,#u,t,@j,j,*t,J,u@,"o,j","u,c","t,e"
p,,d,,l@,&f,?#,q,*a,,u,*t,j  ,h  ,t,,*u,"#o,j","#u,c","#T,E"
e,,a#,t*, L ,J,c@,e#,@i,e,,&t,e,d,t,*e,u,,"t,c&","i,e"
e,m,A*,t#,o,d,#?,@q,u,e,,t,i*,d,,e,u&,"&c,j","t,u@","&t,e"
p,#h,a&,V&,&l,f&,,*e,m,e,m,t*,i,,u,e,u,"c,i&","a,w","b,e"
e,&c,a,V,,f*,a#,q&,t#,E*,@k,t,#j,&d,u,e,,"o,j","T,U  ","d,o"
e,#m,a, v @,l,f, a ,&q,n,e@,&k,#T,j,d,m#,*E,*u,"O,J","#U,U",
e,*c,a,@v,L@,*H,a,e,n,# E ,k,T,j,d#,@t,e,u,"o,j","u,u","d,o"
p,d,*d,,l,F,*?,,A,e#,w,t*,j,h,u,h@,,"o,j","#t,c",
p,c,#d,#v,l,f@,?,,@a,e&,u,T  *,i,h&,t,j,u,"o,i","u,c","#t,e"
e,@c,#a,v,@l,f,a*,e#,t#,*e,,#T  ,j*,d@,m,h*,#u,"o,j","m,u","i,o"
p,d,d,v@,l,f,?,#e,#a,e,k#,&t,I,E,t&,h,*U,"&o,j","#t,c","t,e"
p,*d,d,v,@l,f*,?,*E,a#,e#,*K,t,i, h ,u,,u,"O,J*","t,c","t,e"
e,m,A*,*v,*l,f*,a,,,&E,k,t,J,,M,h,u,"o,j","M,U","i,o#"
p,m,a,v*,L#,,A,e,&b,E,k@,T,i,E*,,*e,,"c,i","D,W","b,e"
e,d*,a#,,* l ,f,*a,Q*,u,e,k,@t,j#,D,*t,h,u#,,"u,u","D,O"
p,#c,d,v,*l,,@?,q,a@,e,,@t,@j,e,@t,h,u,"o,i  ","t,c","@t,e"
e,@d,a  ,t@,l,,#c,,d&,e,m#,t,j,,t,e,,"o,j",,"i,e&"
p,M*,@a,v#,l,H*,@a,E&,b,e#,k&,,i#,*e  ,d,e,u,"c,i","@A,W","#B,E"
p,u,d#,&v,l,j,A@,,*n,E&,@K,#t,&j,V,,e,u*,"C,J","t,u&","*D,E"
p,,D,#v,*l,,?,&a,t#,,k,T@,h,d,,e,U,"c,i&","d,c","&t,e"
e,d*,A,t,*l,p@,c,@e, i &,e, m ,T,#j,d,t,&E,u@,"*o,e","t,c&","I,E"
e,,A,v*,l#,h,&a,e@,n#,e#,k,#t,*j,D,#m,h,,"*o,j","m,u#",
e,D#,A,v,l&,v,@?,&Q,h,p@,#w, l ,,&d,l,j,,"c,j","l,u","a,e*"
p,H,#a,&v,l,f,A,q,b,e,u,t,*i,,&u  ,e#,u,"c,i","a,w","b,e"
p,&c,*d,&v,l,F*,&?,e,a&,E,k#,t,j,#j,@u,,&u,"o,j","&u,c","#T,E"
p,# D , d ,v,l,f,c&,*Q,t  ,e,#n,t,j,u,,h,#U,,"t,u","i,o"
e,m#,,t  ,,p&,c#,&e,i,e,m,T,j,*d,,j,U@,"o,e*",,"@d,e"
p,u,d@,@v,l  #,&f,A&,q,d#,e,k@,&t,j,,t@,e,U,"#C,J","&t,u","@I,E"
p,d,@d,,l,*J,&c,q,T,,m,@t  ,j,u&,t,h*,u,"*c,j","&T,U  ","#i,o"
p,,A,v,d&,&v,v@,e#,t*,E  ,&k,t,h&,Y,,&H,,"c,i","V,D","t,e"
e,d,a#,v,l,#v,?,i,l&,p,@w,d,j,d&,L,# j ,u,"@c,j",,"h,e"
e,C,a*,v@,l@,f@,a#,e,n,e,&k,t#,j&,d*,&m,#e,@u,"O,J*","m,u","d,o@"
e,c,a,v,l,@h,@a,q#,@D,e#,k,t#,,*d,,e,#u,"o,j","T,U","d,o"
p,t,@a,v,l,J,#a,q,U@,e,m,t,e@,#e, t #,j,,"o,e"," t,u ",
p,#h,d,,&l,,?#,e*,,E  ,k,t@,h,d,#t,,u#,"#C,I","h,c*","T,E#"
p,d,d,v,L#,f*,&?,q,a,e,U,t,@i,h,u#,h,u*,,"t,c@","t,e@"
p,&d,&d,v,l,f,?,,*A,&e,k,t,#i,,*u,j,,"o,i@","t,c","t,e"
p,m,a,@v,l*,h&,A,e, u ,e,u,T,i#,e,u,,u*,"@ c,i ","@a,w","b,e"
e,m*,,&v,,f,#a,&q,@d,e,,t,j#,d&,T&,h&,&u,"&o,j","*t,u","@D,O"
e,m,*a,v  *,*l,h@,a,*e,#n,E,k*,,J,d,*t,,u,"O,J",,"i,o#"
p,#d,,v,L,f&,&?,i,A  *,*e,u#,t,j,h,t,h&,u,,"*u,c","*t,e"
p,,d,&V,#l,F,?,q,a,e,k,t#,i*,h,t,h,u,"o,i","t,c","T,E"
e,u,a#,,o&,&v,#?,&q,C#,@e, t @,t,j&,d, t &,h,@u,,"t,c","*t,o"
e,*d,a,V@,l,j,@z,q, u ,e&,@m,t,h@,w,T,h,u@,"c,j*","T,U","D,O"
p,,a,v@,l,,@A,e,b&,e,&n,t*,j,@e,t#,j,U,"O,E","*t,u",
p,&a,,v@,l,j#,*a,q*,u@,e*,m*,t,j*,E&,t,j,u,"&O,E","T,U"," b,o "
e,h,d,T#,#l,F&,&a,#q,t,*e,k,,*J,#p,T  ,e  ,u,"o,j","t,u@","#d,o"
p,m&,a&,V,@l,f, a @,E,m,E,m*,t@,I,e,D,&e,,"c,i",,"b,e@"
p,,d,v,l*,f#,?,&i,a,e,w,t  @,i,E,*u,*h,,"o,j","t,c#","t,e&"
e,&z,,v#,l&,f,?&,*q,,E,#k,t#,e,#d,t,h&,u#,"c,j","T,E","@b,e"
p,@h,a,V,#l,h&,a,e,b,E,m,t@,i@,e*,a,h#,u&,"&c,i","a,w","b,e"
e,m*,#a,t&,l#,p@,*c,q,u,e,&m,t#,j&,d,t,e*,u,"o,e","t,c","i,e"
e,d,@a,#v,L#,v#,#?,*a,H,p*,w,d,J,,l,j,u#,"c,j","l,u","l,e"
p,m&,a,v,l,h,a,#e,u,E&,,t,,e@,d,,&u,"@c,i","d,w@","b,e*"
e,D#,a#,v,l*,#h,a@,#e,@t,e,&k,t,j,d,&t,e,#U,"o,j","m,u","#i,o"
p,d,d@,v&,l@,,?#,q,A,&e,K,t,j,,u*,j,u,"o,j","&t,c","T,E"
p,&d,a,,d,& v ,v,e,h,P,k,t*,h,y,v,h,#U,,"v,d@","t,e"
e,d,a  #,v,@l,&f,a*,q@,u&,E  ,k,t,j,d,m,e@,u,"o,j","u,u",
e,C,,v,,h,@a,e,t#,E,&k,#t,,d@,m,e,U,"o,j","t,u","d,o@"
e,#h,a&,v,*l  ,h,z,e,t,,U,,h,*w,t,h#,U,"C,J","@ t,u ","I,O*"
p,D#,d,&V,@l,#f,,e,,e,w,t,i,e,*t,*j,@u,"o,j@","u,c","&t,e"
e,c,@A,v,l,f,a,q,u,e*,&k,t,j&,d,u,e&,u*,"O,J&","m,u","i,o"
p,d,d,V,l  &,f,@?,i,A,e,k@,t*,,*h,t,,u,"&o,i","u,c","t,e"
e,d,a,v  #,l,#H,a,q,,*e,k#,t,j&,d,*m,h&,&U,,"m,u","i,o&"
e,h*,a  ,v#,l#,*d,v,a@,t,e@,y&,t#,j,p,*t,,&u,"c,j","&t,u","d,o@"
p,@d,#d,,,,*?,e,,e,w,t,@i,j*,&t,#H,@U,"o,i"," t,c ","t,e"
e,* d ,d,t,#l,F,@a,&q,t,,,&t,*j,,,h&,,"c,e#","@d,c","@t,e"
e,@d,#a,t#,l@,P,*c,q,#d,e,m,t,e,d#,*t,#e,&U,"o,j","@t,c","&D,E"
e,h,A,v,L,d#,v&,a, i &,e,m,,j,,t,J,u,"&c,j",,"i,o"
e,@d,,V&,,#v,,q,c,&e,t,t,@j,d*,#c,h#,u&,"c,j","&c,c","@T,O"
e,d,a,T#,l,j,#c,#q,,*e,&m,,j,d&,t,*E,u@,"O,J@","@t,c","*d,e"
p,d*,d*,v,l#,&f,?,Q,@a,,U#,t,j,@e,T,,u,"@o,j","u,c*",
p,,D,&V,l,,?#,q@,a*,e,u&,t@,#j,e,t,J,u@,"o,i","*t,c","t,e"
p, h ,A,v,l#,H&,a,*q,@u,E,#m,t,&i,,d&,#H,u,"c,i","u,w","b,e&"
p,c,&d,v,l, f ,&?,E,a*,@e,k@, t ,i#,j,t,h@,u,"o,j","u,c","t,e"
p,h,*a, v ,l,f&,#a,e*,U,,# u ,t,i#,e&,a,e&,&U,"*c,i","a,w","&b,e"
e,t#,a,t&,o,,,a,&u,e#,m,t,J@,&d,,,u,"c,i@","&T,U","t,e"
e,&h,a,,l,,@v,A*,i,e,,#t,,W*,t,h@,,"c,j","t,u@","i,o"
e,h,a,v,l#,#d,v,#a,#i,e,m,t*,j*,p#,t,h&,&u,"c,j  @","t,u",
p,T#,d,v,l,f,c,Q,&i,&e,N&,t,J,#U,t,j,u,"c,j","t,u","d,o"
e,C,a,*v,L,h,a&,q*,*d,e,*k,t,j,*D,t@,#e,U#,"o,j","u,u","#d,o"
p,&m,a,v,@l,F,a,Q*,b,E*,m,t,,e,d,@h,@u,"c,i","a,w",
e,c,a#,V,L&,,a@,e&,u,,,t,J,d#,*t,e,@u,,,"i,o&"
e, M ,a,t,l,p&,c,E,i,,,t,e,d*,*t,&j,u,"*o,e","&t,c","i,e"
p,#d,D*,&v  ,L,f#,c#,q,t,e,N,,j@,u*,&t,h#,u,"@C,J","t,u*",
e,d,a*, v ,*o,h,@A,q,t,e  ,,&T,h,d  #,d#,j,u#,"c,h&","d,u","&t,e"
p,#d,d,v,l  ,&f,, I ,a,#e, U ,T&,J#,e,t,,u,"o,i","u,c#","t,e&"
e,c,#a,&v,L,H,A,@q,D, e ,#k,t#,,d&,,,u,"o,j",,"D,O#"
p,*c,*d,,# l ,f&,@ ? ,i#,A,e,k,T&,i,#J,,h  ,u@,,"u,c  ","t,e"
e,d,A  &,T,l*,,,q  ,i,#e,m*,t,e*,@d,t&,e,u,"o,e","*t,c","#d,e"
p,t,d,@v,,@f,a,q,u  @,*e,k@,t,&j,v,t,@J,*u,"c,j","t,u","d,e"
p,m,A@,v,l,@f,a,e  ,u,e*,m,@t,#i,@e,u,e*,,"*c,i","a,w","#b,e"
e,,#a,v&,,f,a@,,,e,#k,,@j,d,M,@e,u,"O,J*","m,u@",
e,c,a,v@,&l,f,a#,q,n*,*E,k,t#,j*,d@,@u,,u,"o,j*","m,u","i,o"
